row_id,Consumer,Product,split,Liking,overall_visual_match,overall_visual_match_missing,color_pinkness_match,color_pinkness_match_missing,fat_lean_appearance_match,fat_lean_appearance_match_missing,surface_moisture_shine_match,surface_moisture_shine_match_missing,slice_structure_homogeneity_match,slice_structure_homogeneity_match_missing,overall_texture_match,overall_texture_match_missing,tenderness_softness_match,tenderness_softness_match_missing,firmness_rubberiness_match,firmness_rubberiness_match_missing,dryness_juiciness_match,dryness_juiciness_match_missing,fibrous_stringy_pieces_match,fibrous_stringy_pieces_match_missing,thickness_chew_match,thickness_chew_match_missing,overall_flavor_match,overall_flavor_match_missing,saltiness_match,saltiness_match_missing,ham_taste_match,ham_taste_match_missing,aromatic_smoky_spiced_match,aromatic_smoky_spiced_match_missing,bland_insipid_intensity_match,bland_insipid_intensity_match_missing,offnote_aftertaste_match,offnote_aftertaste_match_missing
1568,H432,J26,train,7.33,2.0,0,3.5,1,4.0,0,3.5,1,2.0,0,3.0,0,3.5,1,4.0,0,3.5,1,3.0,0,4.0,0,3.0,0,5.0,0,3.0,0,3.5,1,3.5,1,6.0,0
1569,H432,J27,train,5.39,1.0,0,1.0,0,2.0,0,3.5,1,1.0,0,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,2.0,0,2.0,0,2.0,0,2.0,0,3.5,1,6.0,0
1570,H433,J05,train,9.78,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1571,H433,J11,train,1.07,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1572,H433,J25,train,7.46,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1573,H433,J27,train,9.59,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1574,H433,J28,train,8.69,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1575,H433,J30,train,4.88,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1576,H434,J01,train,3.62,5.0,0,6.0,0,5.0,0,3.5,1,3.5,1,4.0,0,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,5.0,0,3.5,1,6.0,0,3.5,1,4.0,0,3.5,1
1577,H434,J07,train,7.29,2.0,0,2.0,0,2.0,0,3.5,1,3.5,1,4.0,0,5.0,0,3.5,1,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,4.0,0,3.5,1,3.0,0,3.5,1
1578,H434,J10,train,9.91,3.0,0,3.5,1,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,4.0,0,3.5,1,3.5,1,2.0,0,5.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
1579,H434,J11,train,5.3,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,1.0,0,2.0,0,3.5,1,3.5,1,2.0,0,3.5,1,4.0,0,3.5,1,4.0,0,3.5,1,3.0,0,3.5,1
1580,H434,J17,train,8.68,5.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
1581,H434,J26,train,9.95,3.0,0,3.5,1,3.5,1,3.5,1,2.0,0,3.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
1582,H434,J28,train,9.57,2.0,0,2.0,0,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
1583,H434,J30,train,8.64,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
1584,H434,J31,train,4.91,5.0,0,6.0,0,5.0,0,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,5.0,0,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1
1585,H435,J10,train,8.53,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1586,H435,J23,train,9.28,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1587,H435,J27,train,6.71,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1588,H435,J28,train,8.28,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1589,H438,J04,train,9.78,4.0,0,5.0,0,3.0,0,5.0,0,6.0,0,5.0,0,3.5,1,3.5,1,3.0,0,6.0,0,3.5,1,5.0,0,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0
1590,H438,J05,train,6.99,2.0,0,3.5,1,4.0,0,1.0,0,1.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.5,1
1591,H438,J26,train,0.97,3.0,0,6.0,0,5.0,0,3.5,1,2.0,0,1.0,0,3.5,1,2.0,0,3.5,1,1.0,0,3.5,1,2.0,0,4.0,0,2.0,0,5.0,0,2.0,0,3.5,1
1592,H438,J27,train,3.12,3.0,0,3.5,1,4.0,0,6.0,0,2.0,0,1.0,0,3.5,1,2.0,0,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,4.0,0,2.0,0,3.5,1,3.5,1
1593,H439,J01,holdout,8.89,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1594,H439,J02,holdout,9.5,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1
1595,H439,J03,holdout,6.83,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1
1596,H439,J20,holdout,8.5,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1597,H439,J22,holdout,7.3,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1
1598,H439,J23,holdout,5.26,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1
1599,H439,J26,holdout,8.42,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1
1600,H439,J28,holdout,9.59,4.0,0,3.5,1,3.0,0,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1
1601,H439,J30,holdout,9.79,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1
1602,H439,J31,holdout,5.96,4.0,0,3.5,1,3.0,0,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1
1603,H440,J01,train,8.1,5.0,0,6.0,0,6.0,0,3.5,1,5.0,0,5.0,0,5.0,0,4.0,0,4.0,0,3.5,1,3.5,1,5.0,0,6.0,0,5.0,0,4.0,0,3.5,1,3.5,1
1604,H440,J05,train,6.05,4.0,0,6.0,0,2.0,0,3.5,1,3.0,0,3.0,0,4.0,0,2.0,0,3.0,0,3.5,1,3.5,1,4.0,0,4.0,0,3.0,0,5.0,0,3.5,1,3.5,1
1605,H440,J26,train,9.43,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,4.0,0,3.0,0,4.0,0,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,6.0,0,5.0,0,3.5,1,3.5,1
1606,H440,J31,train,7.84,6.0,0,3.5,1,6.0,0,3.5,1,6.0,0,4.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,5.0,0,3.5,1,3.5,1
1607,H441,J20,train,0.36,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1608,H441,J21,train,5.98,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1609,H442,J31,train,0.37,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1610,H442,J32,train,7.87,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1611,H443,J04,holdout,6.09,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1612,H444,J03,train,1.87,2.0,0,2.0,0,2.0,0,3.5,1,1.0,0,1.0,0,1.0,0,3.5,1,1.0,0,3.5,1,3.5,1,3.0,0,5.0,0,3.0,0,3.5,1,3.5,1,3.5,1
1613,H444,J04,train,0.17,2.0,0,2.0,0,1.0,0,3.5,1,2.0,0,2.0,0,3.5,1,3.5,1,1.0,0,3.5,1,3.5,1,2.0,0,4.0,0,2.0,0,3.5,1,2.0,0,3.5,1
1614,H444,J05,train,0.31,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.5,1,2.0,0,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1
1615,H444,J06,train,0.32,2.0,0,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.5,1,1.0,0,1.0,0,1.0,0,3.5,1,3.5,1,3.5,1
1616,H444,J20,train,1.58,3.0,0,2.0,0,6.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1
1617,H446,J01,train,2.29,5.0,0,6.0,0,4.0,0,3.5,1,3.5,1,2.0,0,2.0,0,2.0,0,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1
1618,H446,J05,train,4.9,2.0,0,2.0,0,2.0,0,3.5,1,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1
1619,H446,J15,train,2.92,3.0,0,3.0,0,5.0,0,3.5,1,5.0,0,2.0,0,2.0,0,2.0,0,2.0,0,3.5,1,2.0,0,1.0,0,2.0,0,2.0,0,3.5,1,1.0,0,3.5,1
1620,H446,J17,train,5.8,5.0,0,6.0,0,4.0,0,5.0,0,5.0,0,3.0,0,3.0,0,3.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1
1621,H446,J27,train,6.52,3.0,0,5.0,0,6.0,0,2.0,0,3.5,1,1.0,0,1.0,0,1.0,0,2.0,0,3.5,1,1.0,0,2.0,0,4.0,0,2.0,0,3.5,1,2.0,0,3.5,1
1622,H446,J31,train,3.82,2.0,0,2.0,0,3.0,0,3.0,0,5.0,0,1.0,0,1.0,0,1.0,0,2.0,0,3.5,1,1.0,0,1.0,0,1.0,0,1.0,0,3.5,1,2.0,0,3.5,1
1623,H447,J01,train,7.98,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1624,H447,J02,train,9.1,4.0,0,3.5,1,3.0,0,3.5,1,3.5,1,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,4.0,0,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1
1625,H447,J20,train,5.43,1.0,0,4.0,0,1.0,0,3.5,1,1.0,0,1.0,0,3.5,1,3.5,1,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,1.0,0,3.5,1,1.0,0,3.5,1
1626,H447,J25,train,4.4,1.0,0,1.0,0,2.0,0,3.5,1,1.0,0,1.0,0,1.0,0,3.5,1,1.0,0,3.5,1,1.0,0,1.0,0,2.0,0,1.0,0,3.5,1,1.0,0,3.5,1
1627,H449,J01,holdout,9.74,5.0,0,6.0,0,5.0,0,3.5,1,4.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,4.0,0,4.0,0,3.0,0,5.0,0,3.5,1,3.5,1,3.5,1
1628,H449,J02,holdout,9.86,5.0,0,6.0,0,5.0,0,3.5,1,4.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1
1629,H449,J04,holdout,9.79,5.0,0,6.0,0,4.0,0,3.5,1,3.5,1,5.0,0,6.0,0,3.5,1,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1630,H449,J10,holdout,6.27,5.0,0,6.0,0,4.0,0,3.5,1,4.0,0,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
1631,H449,J26,holdout,9.69,5.0,0,6.0,0,4.0,0,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,5.0,0,6.0,0,3.0,0,3.5,1,3.5,1
1632,H449,J32,holdout,9.59,5.0,0,6.0,0,4.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
1633,H451,J01,train,2.91,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,2.0,0,3.5,1,3.0,0,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1
1634,H451,J02,train,7.21,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1
1635,H451,J03,train,5.05,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,1.0,0,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1
1636,H451,J09,train,6.35,5.0,0,5.0,0,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,4.0,0,3.5,1,3.5,1,4.0,0,3.5,1,5.0,0,3.5,1,3.5,1,3.5,1
1637,H451,J11,train,3.92,1.0,0,1.0,0,1.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.5,1
1638,H451,J23,train,8.75,6.0,0,6.0,0,2.0,0,3.5,1,3.5,1,4.0,0,5.0,0,3.5,1,5.0,0,3.5,1,3.5,1,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1
1639,H451,J28,train,9.01,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1
1640,H453,J01,train,7.14,3.0,0,4.0,0,3.5,1,3.5,1,3.5,1,2.0,0,3.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.0,0
1641,H453,J02,train,8.13,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,5.0,0,3.5,1,5.0,0,3.5,1,3.5,1,3.5,1,3.0,0,3.0,0,4.0,0,3.5,1,3.5,1,3.5,1
1642,H453,J04,train,7.57,3.0,0,2.0,0,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,6.0,0,4.0,0,3.5,1,3.5,1,3.5,1
1643,H453,J05,train,6.44,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.0,0,5.0,0,3.5,1,3.5,1,3.5,1
1644,H453,J06,train,7.17,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
1645,H453,J27,train,5.43,2.0,0,2.0,0,3.5,1,3.5,1,2.0,0,5.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1,2.0,0,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1
1646,H454,J05,train,5.09,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,4.0,0,3.0,0,2.0,0,3.5,1,3.5,1,3.0,0,3.0,0,4.0,0,5.0,0,3.5,1,3.5,1
1647,H454,J07,train,4.82,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,4.0,0,4.0,0,3.5,1,3.0,0,3.5,1,3.5,1,2.0,0,3.0,0,2.0,0,3.0,0,3.5,1,2.0,0
1648,H454,J16,train,7.26,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,3.0,0,3.0,0,4.0,0,2.0,0,3.5,1,3.5,1,3.0,0,2.0,0,5.0,0,3.5,1,3.5,1,3.5,1
1649,H454,J26,train,0.65,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,3.0,0,3.0,0,4.0,0,3.5,1,3.5,1,2.0,0,2.0,0,2.0,0,5.0,0,2.0,0,3.5,1
1650,H454,J32,train,2.45,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,5.0,0,4.0,0,6.0,0,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,2.0,0,3.5,1,3.5,1
1651,H455,J01,holdout,6.79,4.0,0,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,1.0,0,2.0,0,1.0,0,3.5,1,3.5,1,3.5,1,1.0,0
1652,H455,J02,holdout,6.95,1.0,0,1.0,0,3.5,1,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1653,H455,J10,holdout,8.0,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1654,H455,J11,holdout,9.33,4.0,0,4.0,0,6.0,0,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,1.0,0,1.0,0,3.5,1,1.0,0,3.5,1,3.5,1,1.0,0
1655,H455,J20,holdout,1.53,2.0,0,2.0,0,1.0,0,3.5,1,3.5,1,3.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,1.0,0,3.5,1,2.0,0,1.0,0
1656,H455,J23,holdout,4.61,2.0,0,3.5,1,1.0,0,3.5,1,3.5,1,4.0,0,6.0,0,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,1.0,0
1657,H455,J26,holdout,1.82,2.0,0,3.5,1,1.0,0,3.5,1,3.5,1,1.0,0,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1,1.0,0,3.5,1,1.0,0,3.5,1,2.0,0,3.5,1
1658,H455,J30,holdout,9.44,5.0,0,3.5,1,6.0,0,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,1.0,0,3.5,1,1.0,0,3.5,1,3.5,1,3.5,1
1659,H456,J02,train,6.85,3.0,0,4.0,0,3.5,1,2.0,0,3.5,1,3.0,0,3.0,0,3.0,0,2.0,0,3.5,1,3.5,1,4.0,0,4.0,0,6.0,0,5.0,0,3.5,1,3.5,1
1660,H456,J09,train,4.98,5.0,0,6.0,0,3.5,1,6.0,0,3.0,0,6.0,0,6.0,0,3.5,1,5.0,0,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,1.0,0,3.5,1,3.5,1
1661,H456,J11,train,7.11,5.0,0,5.0,0,5.0,0,6.0,0,3.5,1,2.0,0,2.0,0,2.0,0,6.0,0,3.5,1,3.5,1,4.0,0,3.0,0,5.0,0,5.0,0,3.5,1,3.5,1
1662,H456,J15,train,5.17,2.0,0,3.5,1,3.5,1,1.0,0,3.5,1,5.0,0,6.0,0,3.5,1,2.0,0,3.5,1,6.0,0,2.0,0,3.5,1,2.0,0,5.0,0,2.0,0,3.5,1
1663,H456,J20,train,5.38,4.0,0,5.0,0,3.5,1,3.0,0,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,2.0,0,3.5,1,5.0,0,2.0,0,3.5,1
1664,H456,J22,train,8.46,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1
1665,H456,J23,train,5.96,2.0,0,2.0,0,4.0,0,6.0,0,3.5,1,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,5.0,0,2.0,0,5.0,0,2.0,0,3.5,1
1666,H456,J26,train,5.17,3.0,0,3.5,1,5.0,0,2.0,0,3.5,1,2.0,0,2.0,0,3.0,0,3.5,1,3.5,1,3.5,1,2.0,0,6.0,0,2.0,0,3.5,1,2.0,0,3.5,1
1667,H456,J27,train,9.43,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,6.0,0,5.0,0,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1
1668,H456,J29,train,7.79,3.0,0,4.0,0,5.0,0,3.5,1,3.5,1,4.0,0,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1
1669,H456,J30,train,6.96,2.0,0,3.5,1,2.0,0,1.0,0,3.5,1,4.0,0,5.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.0,0,2.0,0,4.0,0,3.0,0,3.5,1,3.5,1
1670,H458,J21,holdout,5.35,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
1671,H460,J01,train,3.07,3.0,0,5.0,0,2.0,0,3.5,1,3.5,1,1.0,0,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,2.0,0,2.0,0,3.5,1
1672,H460,J02,train,5.15,4.0,0,5.0,0,3.5,1,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1
1673,H460,J23,train,7.7,5.0,0,5.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1
1674,H460,J26,train,8.4,2.0,0,2.0,0,3.5,1,3.5,1,2.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1
1675,H462,J02,train,9.3,5.0,0,4.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,5.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,5.0,0,5.0,0,3.5,1,3.5,1
1676,H462,J11,train,9.73,4.0,0,6.0,0,3.0,0,3.5,1,4.0,0,4.0,0,5.0,0,6.0,0,3.0,0,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
1677,H462,J20,train,4.8,4.0,0,6.0,0,3.0,0,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,2.0,0,5.0,0,3.0,0,2.0,0,3.0,0,3.5,1
1678,H462,J23,train,8.81,6.0,0,6.0,0,5.0,0,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,5.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1
1679,H462,J25,train,1.77,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,4.0,0,6.0,0,2.0,0,6.0,0,2.0,0,2.0,0,5.0,0,3.5,1,3.5,1,6.0,0,3.5,1,2.0,0
1680,H462,J26,train,9.32,5.0,0,6.0,0,5.0,0,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,5.0,0,6.0,0,3.5,1,3.5,1
1681,H462,J27,train,4.76,5.0,0,4.0,0,5.0,0,3.5,1,3.5,1,3.0,0,4.0,0,3.5,1,2.0,0,3.5,1,3.5,1,2.0,0,3.0,0,3.5,1,2.0,0,2.0,0,3.5,1
1682,H462,J28,train,5.11,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.0,0,5.0,0,2.0,0,6.0,0,6.0,0,4.0,0,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1
