row_id,Consumer,Product,Liking,parse_error,overall_visual_match,color_pinkness_match,fat_lean_appearance_match,surface_moisture_shine_match,slice_structure_homogeneity_match,overall_texture_match,tenderness_softness_match,firmness_rubberiness_match,dryness_juiciness_match,fibrous_stringy_pieces_match,thickness_chew_match,overall_flavor_match,saltiness_match,ham_taste_match,aromatic_smoky_spiced_match,bland_insipid_intensity_match,offnote_aftertaste_match
487,H121,J01,8.87,,4.0,6.0,6.0,6.0,3.0,4.0,5.0,6.0,2.0,,2.0,5.0,6.0,6.0,3.0,,
488,H121,J03,6.42,,3.0,,3.0,,2.0,3.0,3.0,,2.0,,,4.0,,5.0,,,
489,H121,J07,6.11,,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,5.0,6.0,3.0,6.0,
490,H121,J09,8.44,,2.0,2.0,,,,2.0,,2.0,,,,3.0,2.0,6.0,,,
491,H121,J11,9.5,,4.0,,,,,4.0,,,,,,4.0,,,,,
492,H121,J29,4.43,,3.0,,4.0,1.0,,2.0,3.0,,2.0,,2.0,2.0,1.0,,3.0,2.0,
493,H121,J30,5.91,,2.0,,5.0,,2.0,2.0,5.0,3.0,3.0,,,4.0,,,3.0,,
494,H1213,J01,4.18,,,,,,,,,,,,,,,,,,
495,H1214,J20,9.84,,,,,,,,,,,,,,,,,,
496,H1203,J30,4.09,,2.0,3.0,1.0,,2.0,2.0,,2.0,,,1.0,,,,,,
497,H122,J01,10.0,,4.0,,6.0,,,6.0,6.0,,,6.0,,6.0,6.0,,,,
498,H122,J02,6.05,,2.0,2.0,1.0,,,2.0,2.0,,2.0,3.0,,3.0,4.0,5.0,,,
499,H122,J15,8.71,,5.0,,6.0,,,6.0,6.0,,,6.0,,6.0,6.0,,,,
500,H122,J26,7.9,,,,,,,,,,,,,,,,,,
501,H122,J31,7.35,,4.0,,4.0,,,6.0,6.0,,,6.0,,6.0,6.0,,,,
502,H123,J01,7.0,,6.0,6.0,,,,5.0,,,5.0,,,,,,,,
503,H123,J02,6.52,,4.0,6.0,,,2.0,5.0,5.0,,4.0,,,,,,,,
504,H123,J07,6.55,,2.0,2.0,2.0,2.0,,2.0,3.0,2.0,3.0,,,4.0,4.0,,,,
505,H123,J11,6.09,,6.0,6.0,,,,3.0,,,3.0,,,,,,,,
506,H123,J26,8.95,,5.0,5.0,,5.0,,5.0,,,5.0,,,,,,,,
507,H123,J27,8.27,,6.0,6.0,,6.0,,6.0,6.0,,6.0,,,6.0,6.0,,,6.0,
508,H123,J28,6.28,,3.0,6.0,2.0,,,2.0,2.0,,2.0,,,2.0,1.0,2.0,,,
509,H123,J30,8.89,,6.0,6.0,,,,6.0,6.0,,5.0,,,4.0,4.0,6.0,,,
510,H124,J03,8.97,,6.0,6.0,6.0,,,6.0,6.0,,,,,6.0,6.0,,,,
511,H124,J15,7.23,,3.0,2.0,5.0,6.0,2.0,6.0,6.0,,,,,,,,,,
512,H124,J26,8.23,,,,,5.0,,6.0,6.0,,,,,,,,,,
513,H124,J29,9.29,,6.0,6.0,6.0,,,6.0,6.0,,,,,6.0,6.0,,,,
514,H124,J30,8.6,,3.0,3.0,6.0,,6.0,2.0,2.0,2.0,,,,,,,,,
515,H125,J02,7.07,,4.0,6.0,2.0,,,6.0,6.0,,6.0,,,5.0,6.0,5.0,,,
516,H125,J04,3.09,,5.0,6.0,5.0,,,3.0,5.0,,2.0,,,2.0,2.0,2.0,,2.0,
517,H125,J05,5.93,,5.0,,6.0,,3.0,5.0,5.0,,6.0,,,3.0,3.0,3.0,,3.0,
518,H125,J17,6.75,,,,,,,6.0,6.0,,6.0,,,2.0,6.0,2.0,,2.0,
519,H125,J20,5.69,,3.0,2.0,4.0,,,5.0,5.0,,6.0,,,3.0,,3.0,,3.0,
520,H125,J23,7.36,,2.0,2.0,1.0,,,4.0,5.0,3.0,5.0,,,3.0,5.0,3.0,,2.0,
521,H125,J26,3.66,,2.0,4.0,1.0,,,3.0,4.0,,3.0,,,2.0,2.0,2.0,,2.0,
522,H125,J30,6.1,,3.0,,2.0,,,4.0,5.0,,2.0,,,2.0,2.0,2.0,,2.0,
523,H126,J09,5.81,,5.0,,6.0,,,5.0,5.0,,,,6.0,4.0,3.0,6.0,,,
524,H126,J15,7.87,,4.0,,3.0,,,4.0,5.0,,,,6.0,5.0,,6.0,,,
525,H126,J19,6.8,,5.0,,2.0,,,4.0,5.0,5.0,,,6.0,6.0,,6.0,,,
526,H126,J30,7.45,,5.0,,4.0,,,5.0,5.0,,,,4.0,5.0,,6.0,,,
527,H127,J01,3.43,,2.0,1.0,3.0,,3.0,4.0,,3.0,,5.0,,2.0,1.0,4.0,2.0,,
528,H127,J02,8.71,,3.0,1.0,4.0,,3.0,2.0,3.0,,,1.0,,4.0,2.0,5.0,5.0,,
529,H127,J03,8.71,,2.0,1.0,3.0,,2.0,3.0,4.0,,,2.0,,5.0,,5.0,6.0,6.0,
530,H127,J06,1.81,,2.0,1.0,3.0,,4.0,3.0,3.0,,,2.0,,1.0,1.0,,1.0,,
531,H127,J09,1.74,,1.0,1.0,3.0,,2.0,3.0,4.0,,,1.0,,1.0,1.0,,1.0,,2.0
532,H127,J10,5.31,,1.0,1.0,2.0,,2.0,1.0,,,1.0,2.0,,2.0,1.0,,4.0,,
533,H127,J24,9.11,,2.0,1.0,3.0,,2.0,3.0,4.0,,,2.0,,5.0,6.0,5.0,5.0,,
534,H127,J26,1.35,,2.0,,2.0,,2.0,2.0,4.0,,,2.0,,3.0,1.0,5.0,5.0,,
535,H127,J29,1.33,,2.0,1.0,3.0,,4.0,2.0,2.0,,,1.0,,2.0,1.0,5.0,2.0,,
536,H127,J30,6.29,,2.0,1.0,3.0,,4.0,2.0,3.0,,,1.0,,2.0,1.0,5.0,2.0,,
537,H127,J31,6.12,,3.0,2.0,4.0,,4.0,3.0,5.0,4.0,,2.0,,3.0,6.0,,2.0,,
538,H128,J01,9.45,,5.0,4.0,6.0,,,6.0,6.0,,,,,6.0,6.0,,,,
539,H128,J23,7.12,,4.0,6.0,2.0,,,3.0,4.0,,,,,,,,,,
540,H128,J26,9.47,,6.0,6.0,6.0,,6.0,5.0,6.0,6.0,,,,6.0,6.0,,,,
541,H128,J29,9.83,,3.0,,4.0,,2.0,5.0,6.0,,,,,3.0,,,,,
542,H129,J01,5.5,,3.0,2.0,,,3.0,2.0,2.0,3.0,2.0,,3.0,2.0,5.0,2.0,2.0,2.0,
543,H129,J03,5.12,,3.0,6.0,,,2.0,2.0,2.0,,1.0,,2.0,2.0,6.0,2.0,2.0,2.0,
544,H129,J04,5.18,,3.0,,6.0,,4.0,2.0,2.0,,1.0,,,2.0,,,2.0,2.0,
545,H129,J05,8.0,,5.0,,,,,5.0,5.0,,,,,6.0,6.0,6.0,,,
546,H129,J15,5.1,,3.0,2.0,,,4.0,2.0,3.0,,,1.0,5.0,2.0,1.0,,2.0,,
547,H129,J17,3.63,,,,,,,2.0,2.0,3.0,2.0,,,1.0,2.0,2.0,2.0,2.0,
548,H129,J21,5.7,,3.0,,6.0,2.0,2.0,2.0,4.0,2.0,,,2.0,4.0,6.0,,2.0,3.0,
549,H129,J25,6.89,,4.0,4.0,,,,6.0,6.0,,,,,3.0,3.0,4.0,3.0,4.0,
550,H129,J27,8.02,,5.0,6.0,5.0,,4.0,4.0,5.0,3.0,,,3.0,5.0,6.0,5.0,4.0,,
551,H130,J01,5.21,,6.0,6.0,,,,3.0,3.0,,3.0,,,3.0,4.0,5.0,2.0,,
552,H130,J02,8.88,,6.0,6.0,,,,5.0,,,5.0,,,5.0,,6.0,,,
553,H130,J05,2.81,,5.0,6.0,,3.0,,2.0,,,2.0,,,3.0,,3.0,,3.0,
554,H130,J10,5.28,,5.0,5.0,,6.0,,3.0,,,3.0,,,4.0,5.0,4.0,4.0,,
555,H130,J26,8.31,,5.0,6.0,,,,3.0,,,4.0,,,2.0,,2.0,,,
556,H130,J27,7.47,,6.0,6.0,,,,,,,,,,6.0,,6.0,,,
557,H130,J28,3.8,,,,,2.0,,4.0,,,3.0,,,2.0,,2.0,,2.0,
558,H130,J30,6.56,,6.0,6.0,,,,5.0,,,5.0,,,2.0,4.0,2.0,,2.0,
559,H130,J32,8.96,,6.0,6.0,,,,6.0,,,6.0,,,6.0,,6.0,,,
560,H132,J02,5.04,,3.0,,6.0,,,4.0,6.0,3.0,,,2.0,6.0,6.0,,,,
561,H132,J10,7.88,,6.0,,6.0,,,6.0,6.0,6.0,,,6.0,6.0,6.0,,,,
562,H132,J14,4.52,,5.0,,6.0,,,4.0,5.0,3.0,,,,6.0,6.0,,,,
563,H132,J15,7.63,,4.0,,6.0,,,3.0,4.0,2.0,,,1.0,6.0,6.0,,,,
564,H132,J19,4.56,,,,2.0,,,4.0,6.0,2.0,,,,2.0,2.0,,,,
565,H132,J27,8.3,,5.0,,6.0,,,6.0,6.0,6.0,,,,5.0,6.0,,,,
566,H133,J01,7.29,,,,,,,5.0,5.0,,,,,6.0,6.0,,,,
567,H133,J02,4.73,,,,,,,6.0,6.0,,,,,4.0,4.0,,,,
568,H133,J17,6.53,,,4.0,,4.0,,6.0,6.0,,4.0,,,,,,,,
569,H133,J19,7.07,,5.0,5.0,,6.0,,6.0,6.0,,,,,6.0,6.0,6.0,,,
570,H133,J20,7.31,,,,,,,6.0,6.0,,,,,6.0,6.0,,,,
571,H133,J21,2.96,,,,,,,2.0,2.0,2.0,,,,2.0,2.0,,,,
572,H133,J22,7.13,,,,2.0,,,6.0,6.0,,,,,,,,,,
573,H133,J23,4.54,,3.0,,,4.0,,4.0,4.0,,,,,3.0,3.0,,,,
574,H133,J24,3.74,,4.0,5.0,,,,4.0,4.0,,,,,3.0,4.0,3.0,,3.0,
575,H133,J26,7.17,,,,,,,4.0,4.0,,,,,,,,,,
576,H133,J30,7.01,,,,,,,6.0,6.0,,,,,5.0,6.0,,,,
577,H133,J31,4.81,,,,,,,6.0,6.0,,,,,4.0,4.0,,,,
578,H134,J01,6.19,,4.0,3.0,6.0,,5.0,2.0,2.0,2.0,2.0,,,2.0,3.0,3.0,,,1.0
579,H134,J04,5.71,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,
580,H134,J20,5.46,,3.0,3.0,3.0,,2.0,3.0,5.0,5.0,,2.0,,3.0,2.0,5.0,,,2.0
581,H134,J28,8.47,,4.0,2.0,6.0,,,5.0,6.0,6.0,,,,4.0,2.0,6.0,,,
582,H134,J31,7.1,,4.0,5.0,6.0,,,2.0,2.0,2.0,,,,2.0,2.0,3.0,,,
583,H135,J02,9.37,,6.0,,6.0,6.0,,6.0,,,,,,,6.0,,,,
584,H135,J09,8.34,,,,6.0,,,6.0,,,,,,,3.0,,,,
585,H135,J24,1.39,,,,4.0,,,,,,,,,1.0,3.0,1.0,,1.0,
586,H135,J28,9.78,,5.0,,6.0,6.0,,5.0,,5.0,,,,,5.0,,,,
587,H137,J01,7.0,,4.0,3.0,,,,3.0,3.0,3.0,,,,4.0,3.0,,6.0,,
588,H137,J02,8.02,,3.0,,,,,2.0,2.0,2.0,,,2.0,2.0,2.0,,,,
589,H137,J09,9.51,,5.0,6.0,,,,6.0,6.0,,,,6.0,4.0,4.0,,,,
590,H137,J14,1.05,,1.0,1.0,1.0,,,2.0,2.0,,2.0,,1.0,1.0,,,,,1.0
591,H137,J19,6.08,,3.0,3.0,3.0,,,2.0,2.0,2.0,,,6.0,4.0,3.0,,,,
592,H137,J26,8.21,,4.0,4.0,4.0,,,5.0,6.0,,,,6.0,3.0,3.0,5.0,,,
593,H137,J28,9.57,,6.0,6.0,6.0,,,6.0,6.0,,,,6.0,5.0,,6.0,,,
594,H137,J30,9.18,,3.0,,3.0,,,5.0,6.0,,,,2.0,4.0,3.0,,,,
595,H137,J31,8.04,,4.0,,,,,5.0,6.0,,,,3.0,,,,,,
596,H138,J01,8.94,,6.0,6.0,,,,5.0,6.0,,4.0,,,5.0,,6.0,,,
597,H138,J10,7.96,,4.0,,,,3.0,5.0,5.0,,5.0,,,6.0,,6.0,,,
598,H138,J17,7.8,,5.0,,,4.0,6.0,6.0,6.0,,6.0,,,5.0,5.0,6.0,,,
599,H138,J19,6.62,,5.0,,4.0,,6.0,5.0,6.0,,4.0,,,5.0,5.0,,,,
600,H138,J20,8.5,,6.0,6.0,6.0,,6.0,5.0,5.0,,5.0,,,6.0,6.0,6.0,4.0,,
601,H138,J21,9.12,,5.0,,4.0,,,5.0,5.0,,5.0,,,6.0,6.0,6.0,,,
602,H138,J26,9.8,,6.0,6.0,6.0,,6.0,6.0,6.0,,6.0,,,6.0,,6.0,,,
603,H138,J29,7.63,,6.0,6.0,5.0,,6.0,5.0,6.0,4.0,6.0,,,6.0,6.0,6.0,,,
604,H138,J30,7.97,,5.0,6.0,4.0,,,6.0,6.0,,5.0,,4.0,6.0,6.0,5.0,4.0,,
605,H138,J31,6.68,,6.0,6.0,,,,4.0,6.0,,3.0,,,6.0,,,,,
606,H139,J01,7.67,,2.0,2.0,,,4.0,5.0,5.0,6.0,5.0,,,4.0,5.0,,3.0,,
607,H139,J10,6.47,,5.0,6.0,,,4.0,3.0,,6.0,2.0,,,2.0,2.0,3.0,2.0,3.0,
608,H139,J20,1.31,,2.0,4.0,,,2.0,2.0,2.0,3.0,,1.0,,3.0,5.0,,2.0,,
609,H139,J28,6.68,,5.0,6.0,5.0,,4.0,5.0,,6.0,5.0,,,4.0,3.0,5.0,5.0,6.0,
610,H140,J02,6.57,,4.0,,5.0,,,5.0,5.0,,,,,5.0,6.0,5.0,,,
611,H140,J09,10.0,,1.0,,,,,6.0,6.0,,,,,6.0,,6.0,,,
612,H140,J10,7.14,,1.0,1.0,1.0,,,2.0,2.0,,1.0,,,3.0,1.0,4.0,,,
613,H140,J20,8.97,,2.0,2.0,,2.0,,5.0,6.0,,4.0,,,5.0,5.0,6.0,,,
614,H140,J21,8.88,,,,6.0,,,6.0,6.0,,,,,3.0,1.0,5.0,,,
615,H140,J26,6.73,,,4.0,5.0,,,5.0,6.0,,,,,4.0,,5.0,,,
616,H140,J27,5.51,,,,6.0,,,2.0,,,,,,1.0,1.0,,,,
617,H140,J30,4.84,,,5.0,,,,6.0,6.0,,,,,6.0,6.0,6.0,,,
618,H140,J31,4.03,,5.0,,,,,6.0,6.0,,,,,4.0,3.0,5.0,,,
619,H141,J04,4.79,,4.0,,5.0,,,3.0,5.0,,,,,1.0,1.0,,,,
620,H141,J05,0.15,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,
621,H141,J07,4.77,,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,4.0,,4.0,,,
622,H141,J10,5.96,,4.0,,,,3.0,2.0,2.0,,2.0,,,4.0,3.0,5.0,,,
623,H141,J26,8.33,,5.0,,5.0,,6.0,5.0,5.0,,5.0,,,6.0,6.0,5.0,4.0,,
624,H141,J30,9.16,,5.0,,6.0,,,6.0,6.0,,6.0,,,6.0,6.0,6.0,,,
625,H141,J31,9.72,,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,,5.0,5.0,5.0,6.0,,,
626,H142,J01,9.53,,5.0,6.0,6.0,4.0,,5.0,6.0,,5.0,,,3.0,2.0,5.0,,4.0,
627,H142,J02,9.62,,5.0,6.0,6.0,,,5.0,5.0,,,,6.0,4.0,3.0,6.0,,,
628,H142,J03,6.83,,3.0,3.0,,,,3.0,,,2.0,,,3.0,2.0,5.0,,,
629,H142,J15,8.72,,4.0,,,,,5.0,,,,,,3.0,1.0,,,,
630,H142,J17,8.05,,5.0,5.0,,,,4.0,5.0,,6.0,,,6.0,6.0,6.0,,,
631,H142,J31,8.4,,4.0,4.0,,,,4.0,5.0,,,,2.0,3.0,2.0,5.0,,,
632,H143,J01,5.19,,2.0,2.0,,,,2.0,,,4.0,,2.0,2.0,3.0,2.0,,2.0,
633,H143,J03,7.77,,4.0,,,,4.0,3.0,3.0,,3.0,,,,,,,,
634,H143,J09,9.85,,4.0,5.0,3.0,,,3.0,3.0,,3.0,,,3.0,3.0,,,,
635,H143,J30,6.16,,5.0,6.0,3.0,,,4.0,,,,,3.0,4.0,3.0,,,,
636,H143,J31,7.82,,5.0,6.0,,,,4.0,5.0,,5.0,,4.0,5.0,6.0,,,,
637,H144,J08,2.76,,2.0,,2.0,2.0,,4.0,5.0,,,,,4.0,3.0,6.0,,,
638,H144,J20,6.25,,2.0,2.0,2.0,,2.0,4.0,5.0,,,,,5.0,6.0,,,,
639,H144,J23,4.09,,1.0,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,,
640,H144,J28,7.67,,5.0,5.0,,,,5.0,5.0,,,,,6.0,6.0,,,,
641,H145,J01,8.32,,,,,,,,,,,,,,,,,,
642,H146,J01,3.54,,4.0,4.0,,,,2.0,2.0,2.0,,,,2.0,2.0,,,2.0,
643,H146,J02,9.45,,5.0,5.0,,,,6.0,6.0,,,,,6.0,6.0,,,,
644,H146,J09,9.75,,3.0,3.0,,,,6.0,6.0,,,,,,,,,,
645,H146,J10,8.04,,5.0,5.0,,,,6.0,6.0,,,,,5.0,6.0,,,4.0,
646,H146,J15,2.32,,1.0,4.0,1.0,,1.0,2.0,2.0,,,,,1.0,1.0,,,,
647,H146,J24,9.48,,4.0,,,,3.0,4.0,5.0,2.0,,2.0,,3.0,,,2.0,,
648,H147,J01,9.26,,3.0,,6.0,,2.0,6.0,6.0,,,,2.0,6.0,6.0,6.0,,,
649,H147,J09,8.78,,3.0,,2.0,,2.0,6.0,6.0,,,,,3.0,1.0,6.0,,,
650,H147,J20,6.6,,2.0,2.0,2.0,,2.0,6.0,6.0,,,,,4.0,2.0,6.0,,,
651,H147,J21,7.01,,3.0,3.0,3.0,,2.0,5.0,5.0,,,,,3.0,2.0,5.0,,,
652,H147,J23,8.92,,4.0,,6.0,,2.0,5.0,5.0,,,,,6.0,6.0,6.0,,,
653,H147,J25,8.51,,2.0,,1.0,,1.0,5.0,5.0,,,,,3.0,1.0,6.0,,,
654,H147,J30,9.29,,3.0,,2.0,,2.0,6.0,6.0,,,,,6.0,6.0,6.0,,,
655,H147,J31,9.27,,4.0,,5.0,,4.0,5.0,5.0,,6.0,,,6.0,6.0,6.0,,,
656,H148,J02,9.7,,2.0,2.0,,,,4.0,,,,,,5.0,6.0,,,,
657,H148,J09,9.92,,5.0,5.0,,,,4.0,,,,,4.0,4.0,6.0,,2.0,,
658,H148,J23,4.65,,2.0,2.0,2.0,,,2.0,2.0,,2.0,,2.0,3.0,4.0,,,,
659,H148,J26,8.45,,2.0,1.0,,,,2.0,,,2.0,,,,4.0,,,,
660,H148,J27,7.17,,2.0,1.0,6.0,,,5.0,,,,,6.0,3.0,1.0,,,,
661,H148,J28,9.27,,2.0,3.0,2.0,,,3.0,,,3.0,,,5.0,5.0,5.0,,,
662,H148,J30,9.12,,4.0,4.0,,,,5.0,,,,,5.0,6.0,6.0,,,,
663,H148,J31,8.84,,5.0,,,,,6.0,,,,,6.0,6.0,6.0,,,,
664,H149,J01,7.12,,6.0,6.0,5.0,,4.0,5.0,,,5.0,,4.0,5.0,,6.0,,,
665,H149,J02,7.45,,5.0,4.0,,,4.0,4.0,,,,,,4.0,,4.0,,,
666,H149,J03,6.91,,6.0,6.0,,,4.0,4.0,,,2.0,,,5.0,,6.0,,,
667,H149,J10,8.27,,6.0,6.0,6.0,,4.0,,,,,,,6.0,,6.0,,,
668,H149,J14,1.63,,2.0,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,
669,H149,J17,4.63,,4.0,5.0,3.0,,5.0,2.0,,,1.0,,,2.0,,2.0,,2.0,
670,H149,J19,0.42,,1.0,,1.0,,4.0,1.0,,1.0,4.0,,,1.0,,1.0,,1.0,
671,H149,J28,7.89,,5.0,5.0,6.0,,4.0,5.0,5.0,,5.0,,4.0,6.0,,6.0,,,
672,H149,J30,7.67,,6.0,6.0,6.0,,,6.0,,,6.0,,,6.0,,6.0,,,
673,H149,J31,8.2,,6.0,6.0,6.0,,6.0,2.0,,,2.0,,6.0,5.0,,6.0,,,
674,H150,J01,7.95,,4.0,,5.0,,5.0,5.0,,,,,4.0,6.0,6.0,,,,
675,H150,J09,6.98,,4.0,,,,5.0,5.0,,,,,,6.0,6.0,,,,
676,H150,J18,5.16,,4.0,,,,6.0,4.0,,,,6.0,4.0,3.0,3.0,,,,
677,H150,J24,7.12,,6.0,,,,6.0,5.0,,,,6.0,6.0,6.0,6.0,,,,
678,H151,J02,8.65,,3.0,5.0,2.0,,2.0,6.0,6.0,,5.0,,,6.0,6.0,6.0,,,
679,H151,J10,9.14,,6.0,6.0,6.0,,6.0,6.0,6.0,,6.0,,6.0,6.0,6.0,6.0,,,
680,H151,J22,1.71,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,
681,H151,J23,5.13,,4.0,6.0,2.0,,3.0,2.0,2.0,,2.0,,6.0,5.0,6.0,6.0,,,
682,H151,J31,7.47,,4.0,6.0,2.0,,6.0,3.0,3.0,,3.0,,6.0,6.0,6.0,6.0,,,
683,H152,J02,9.19,,,,,,,,,,,,,,,,,,
684,H152,J27,9.56,,,,,,,,,,,,,,,,,,
685,H152,J28,9.63,,,,,,,,,,,,,,,,,,
686,H153,J31,6.69,,,,,,,,,,,,,,,,,,
687,H154,J01,8.3,,5.0,5.0,,,4.0,6.0,6.0,,,,,4.0,6.0,3.0,,3.0,6.0
688,H154,J02,1.02,,2.0,,2.0,,,5.0,6.0,,,,,2.0,6.0,2.0,,,
689,H154,J14,3.44,,4.0,6.0,1.0,,,4.0,6.0,,,,3.0,2.0,1.0,,,,6.0
690,H154,J15,0.96,,4.0,6.0,,,,3.0,6.0,,,,2.0,1.0,1.0,,,,1.0
691,H154,J17,1.53,,2.0,,,,1.0,2.0,,,,,1.0,2.0,,2.0,,2.0,
692,H154,J26,6.4,,2.0,2.0,,,,2.0,,,,,1.0,5.0,6.0,,,,6.0
693,H154,J27,8.99,,5.0,5.0,,,,6.0,6.0,,,,6.0,4.0,,,,,
694,H154,J28,0.75,,5.0,6.0,5.0,,,1.0,1.0,,,,,2.0,,,,,1.0
695,H155,J15,8.28,,6.0,6.0,6.0,,5.0,6.0,6.0,,,,5.0,5.0,5.0,6.0,5.0,,
696,H155,J16,5.4,,3.0,,,,,6.0,6.0,,,,,3.0,6.0,2.0,,3.0,
697,H155,J30,8.05,,6.0,6.0,5.0,,,6.0,6.0,,,,,6.0,6.0,6.0,6.0,,
698,H155,J31,7.93,,6.0,6.0,4.0,,,6.0,6.0,,,,,4.0,,5.0,,,
699,H157,J01,2.19,,1.0,,2.0,,2.0,2.0,4.0,,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,
700,H157,J02,3.39,,2.0,,3.0,,2.0,3.0,5.0,,4.0,,2.0,1.0,3.0,1.0,1.0,2.0,
701,H157,J17,5.82,,2.0,,2.0,,2.0,3.0,4.0,3.0,3.0,2.0,6.0,2.0,3.0,2.0,2.0,2.0,
702,H157,J19,5.9,,2.0,,2.0,2.0,4.0,3.0,3.0,3.0,3.0,,,5.0,6.0,5.0,6.0,,
703,H157,J20,5.8,,2.0,,1.0,,2.0,3.0,5.0,,,1.0,1.0,4.0,6.0,6.0,2.0,,
704,H157,J23,2.33,,1.0,,,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,
705,H157,J24,6.24,,3.0,,,,3.0,4.0,6.0,,4.0,,2.0,5.0,6.0,6.0,6.0,,
706,H157,J27,7.13,,3.0,,4.0,5.0,3.0,5.0,6.0,4.0,5.0,,2.0,5.0,6.0,5.0,4.0,,
707,H157,J29,5.5,,2.0,,2.0,,1.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,6.0,6.0,4.0,,
708,H158,J02,3.66,,1.0,1.0,,,,2.0,2.0,,2.0,,,3.0,2.0,4.0,,3.0,
709,H158,J10,7.92,,6.0,6.0,6.0,,,3.0,3.0,,3.0,,,4.0,,4.0,,,
710,H158,J20,7.15,,2.0,1.0,6.0,,,6.0,6.0,,,,,6.0,,,,6.0,
711,H158,J21,7.86,,2.0,1.0,6.0,,,6.0,6.0,,,,,4.0,,,,3.0,
712,H158,J23,9.19,,4.0,2.0,,,4.0,6.0,6.0,,,,,6.0,,,,6.0,
713,H158,J24,8.55,,4.0,3.0,6.0,5.0,,3.0,3.0,,3.0,,,5.0,6.0,5.0,,5.0,
714,H158,J26,3.62,,2.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,,3.0,,4.0,,5.0,1.0
715,H158,J30,9.0,,5.0,5.0,,,,4.0,5.0,,2.0,,,3.0,,,2.0,4.0,
716,H159,J01,6.99,,3.0,3.0,4.0,,,2.0,2.0,,2.0,,,3.0,2.0,4.0,,,
717,H159,J14,7.28,,3.0,2.0,5.0,,5.0,5.0,5.0,,,6.0,,2.0,2.0,2.0,,2.0,
718,H159,J15,8.82,,4.0,3.0,6.0,,,5.0,5.0,,,6.0,,6.0,6.0,6.0,,6.0,
719,H159,J26,5.06,,2.0,1.0,5.0,,1.0,1.0,1.0,1.0,,1.0,,3.0,2.0,4.0,,,
720,H160,J08,5.66,,3.0,,2.0,,,2.0,2.0,,2.0,,,5.0,5.0,6.0,,,
721,H160,J25,8.31,,6.0,,6.0,,,6.0,6.0,,,,6.0,4.0,3.0,6.0,,,
722,H160,J26,9.71,,5.0,,6.0,,4.0,6.0,6.0,,,,4.0,5.0,3.0,6.0,,,
723,H160,J31,8.8,,6.0,,6.0,,,5.0,5.0,,,,6.0,5.0,,6.0,,,
724,H161,J27,10.0,,6.0,6.0,,,,,,,,,,6.0,,6.0,,,
725,H162,J09,7.77,,4.0,,6.0,,,6.0,6.0,,,,,6.0,6.0,,,,
726,H162,J14,7.53,,3.0,,2.0,,,5.0,5.0,,,,,3.0,2.0,,,,
727,H162,J20,7.9,,4.0,,3.0,,,6.0,6.0,,,,,6.0,6.0,,,,
728,H162,J22,7.75,,6.0,6.0,6.0,,,6.0,6.0,,,,,6.0,6.0,,,,
729,H162,J26,7.53,,6.0,6.0,,,,6.0,6.0,,,,,6.0,6.0,,,,
730,H162,J28,8.85,,5.0,,6.0,,,5.0,5.0,,,,,6.0,6.0,,,,
731,H162,J30,9.28,,6.0,6.0,5.0,,,6.0,6.0,,,,,6.0,6.0,,,,
732,H163,J01,8.82,,5.0,6.0,5.0,,4.0,5.0,6.0,,6.0,,,6.0,,,6.0,,
733,H163,J02,7.43,,2.0,2.0,2.0,,,6.0,6.0,,,,,3.0,,,3.0,,
734,H163,J09,9.38,,2.0,,,,,6.0,6.0,,,,,4.0,,,4.0,,
735,H163,J15,8.85,,4.0,6.0,3.0,,,6.0,6.0,,,,,2.0,,,2.0,,
736,H163,J17,8.55,,6.0,6.0,6.0,,,6.0,6.0,,,,,2.0,,,1.0,,
737,H163,J19,8.68,,4.0,6.0,3.0,,,5.0,6.0,,6.0,,,2.0,,,2.0,,
738,H163,J26,9.63,,6.0,6.0,6.0,,,5.0,6.0,,5.0,,,3.0,,,2.0,,
739,H163,J27,8.99,,6.0,6.0,6.0,,,6.0,6.0,,,,,2.0,,,2.0,,
740,H163,J28,9.1,,6.0,6.0,6.0,,,6.0,6.0,,,,,6.0,,,6.0,,
741,H163,J31,7.67,,6.0,6.0,6.0,,,6.0,6.0,6.0,,,,2.0,,,1.0,2.0,
742,H164,J01,2.91,,5.0,6.0,,,,3.0,4.0,,2.0,,,2.0,2.0,,,,
743,H164,J08,7.3,,6.0,6.0,,6.0,,5.0,5.0,,6.0,,,6.0,6.0,,,,
744,H164,J09,8.08,,5.0,6.0,,,,6.0,6.0,,,,,6.0,6.0,,,,
